#
# USGS NWISWeb site number list
#
# This file can be used to retrieve data from the
# USGS NWISWeb internet based retrieval system using
# the 'File of site Numbers' search criteria.
#
# This file can be edited, but the number of columns
# must be equal for each row, and the 'site_no' column
# must remain.
#
# The columns include:
#  agency_cd  -- Agency code.  If no value is found, 'USGS' is assumed
#  site_no    -- USGS site number
#  station_nm -- USGS site name. This column is include for viewing only,
#                                it is not used by the nwisweb system.
#
agency_cd	site_no	station_nm
USGS	02020246	RAMSEYS DRAFT AT ROUTE 716 NEAR WEST AUGUSTA, VA
USGS	02020258	RAMSEYS DRAFT AT ROUTE 629 NEAR WEST AUGUSTA, VA
USGS	02020390	CALFPASTURE RIVER ABOVE RT 687 NR CRAIGSVILLE, VA
USGS	02020400	CALFPASTURE RIVER NEAR GOSHEN, VA
USGS	02020500	CALFPASTURE RIVER ABOVE MILL CREEK AT GOSHEN, VA
USGS	02021000	CALFPASTURE RIVER AT GOSHEN, VA
USGS	02021080	ALUM CR BL ROCKBRIDGE ALUM SP NR MILLBORO, VA
USGS	02021100	BRATTONS RUN TRIB NEAR GOSHEN, VA
USGS	02021110	BRATTONS RUN NEAR GOSHEN, VA
USGS	02021300	LITTLE CALFPASTURE RIVER AT CRAIGSVILLE, VA
USGS	02021400	BYRD SPRING CREEK TRIB TRIB NEAR CRAIGSVILLE, VA
USGS	02021500	MAURY RIVER AT ROCKBRIDGE BATHS, VA
USGS	02021549	MOFFATTS CREEK NEAR RAPHINE, VA
USGS	02021650	HAYS CREEK NEAR ROCKBRIDGE BATHS, VA
USGS	02021653	HAYS CREEK AT RT 602 NEAR ROCKBRIDGE BATHS, VA
USGS	02021670	CEDAR CREEK NEAR FAIRFIELD, VA
USGS	02021685	CEDAR GROVE BRANCH AT RT 712 AT BUSTLEBURG, VA
USGS	02021697	CEDAR GROVE BRANCH NR ROCKBRIDGE BATHS, VA
USGS	02021700	CEDAR GROVE BRANCH NEAR ROCKBRIDGE BATHS, VA
USGS	02022500	KERRS CREEK NEAR LEXINGTON, VA
USGS	02023000	MAURY RIVER NEAR LEXINGTON, VA
USGS	0202304110	WOODS CREEK AT MOSES ROAD AT LEXINGTON, VA
USGS	0202306395	MILL CREEK NEAR LEXINGTON, VA
USGS	02023100	CHIMNEY BRANCH NEAR VESUVIUS, VA
USGS	02023150	SAINT MARYS RIVER TRIB NEAR VESUVIUS, VA
USGS	02023155	SAINT MARYS RIVER ABOVE SPY RUN NEAR VESUVIUS, VA
USGS	02023300	SOUTH RIVER NEAR STEELES TAVERN, VA
USGS	02023390	MOORES CREEK AT RAPHINE, VA
USGS	02023395	MOORES CREEK AB RAPHINE MOTEL NEAR RAPHINE, VA
USGS	02023400	SOUTH RIVER TRIB NEAR MARLBROOK, VA
USGS	02023410	MARLBROOK CREEK AT FAIRFIELD, VA
USGS	02023500	SOUTH RIVER NEAR RIVERSIDE, VA
USGS	02024000	MAURY RIVER NEAR BUENA VISTA, VA
USGS	02024200	MAURY RIVER AT BUENA VISTA, VA
USGS	02024208	INDIAN GAP RUN AT MODINE MFG AT BUENA VISTA, VA
USGS	02024210	MAURY RIVER AT RT 745 AT BUENA VISTA, VA
USGS	02024240	SOUTH BUFFALO CREEK AT RT 611 NEAR LEXINGTON, VA
USGS	02024293	BUFFALO CREEK AT RT 11 NEAR GLASGOW, VA
USGS	02024300	BUFFALO CREEK NEAR GLASGOW, VA
USGS	02024392	POAGUE RUN NEAR GLASGOW, VA
USGS	02024500	MAURY RIVER NEAR GLASGOW, VA
USGS	02024600	JAMES RIVER AT BALCONY FALLS, VA
USGS	02024700	JAMES RIVER ABOVE ROCKY ROW RUN NEAR SNOWDEN, VA
USGS	02024710	JAMES RIVER AT VEPCO DAM NR SNOWDEN, VA
USGS	02024750	JAMES RIVER AT BEDFORD DAM NR MAJOR, VA
USGS	02024752	JAMES RIVER AT BLUE RIDGE PKWY NR BIG ISLAND, VA
USGS	02024760	REED CREEK AT RT 637 NEAR BIG ISLAND, VA
USGS	02024765	MEADOW CREEK AT RT 637 NEAR BIG ISLAND, VA
USGS	02024800	JAMES RIVER AB PEDLAR RIVER AT HOLCOMBS ROCK, VA
USGS	02024900	PEDLAR RIVER BL DAVIS MILL CR NR BUENA VISTA, VA
USGS	02024915	PEDLAR RIVER AT FOREST ROAD NEAR BUENA VISTA, VA
USGS	02025000	PEDLAR RIVER NEAR PEDLAR MILLS, VA
USGS	02025300	PEDLAR RIVER AT HOLCOMBS ROCK, VA
USGS	02025500	JAMES RIVER AT HOLCOMB ROCK, VA
USGS	02025510	JAMES RIVER AT SALT CREEK, VA
USGS	02025610	HARRIS CREEK AT JOB CORPS NR FAULCONERVILLE, VA
USGS	02025650	HARRIS CREEK AT RT 675 NEAR MONROE, VA
USGS	02025652	HARRIS CREEK BELOW ROUTE 130 NEAR MONROE, VA
USGS	02025680	HARRIS CREEK TRIBUTARY NEAR MONROE, VA
USGS	02025700	JAMES RIVER AT HWY 163 AT LYNCHBURG, VA
USGS	02025800	BURTON CREEK TRIB AT LYNCHBURG, VA
USGS	02025850	IVY CREEK BELOW IVY HILL LAKE NEAR NORWOOD, VA
USGS	02025863	IVY CREEK AT RT 501 AT LYNCHBURG, VA
USGS	02025868	BLACKWATER CREEK AT RT 501 (ALT) AT LYNCHBURG, VA
USGS	0202587150	FISHING CREEK AT WINCHESTER ROAD AT LYNCHBURG, VA
USGS	0202588530	OPOSSUM CREEK AT RT 460 NEAR LYNCHBURG, VA
USGS	02025890	TUSSOCKY CREEK TRIB NEAR CITY FARM, VA
USGS	02025900	BEAVER CREEK AT RT 660 NEAR BOCOCK, VA
USGS	02025907	BEAVER CREEK AT RT 609 NEAR LYNCHBURG, VA
USGS	02025967	WRECK ISLAND CREEK NEAR CONCORD, VA
USGS	02025970	WRECK ISLAND CREEK AB QUARRIES NR RIVERVILLE, VA
USGS	02025974	WRECK ISLAND CREEK AT RT 605 NEAR RIVERVILLE, VA
USGS	02025998	BENT CREEK AT RT 26 AT BENT CREEK, VA
USGS	02026000	JAMES RIVER AT BENT CREEK, VA
USGS	02026400	S F TYE RIVER AT NASH, VA
USGS	02026500	TYE RIVER AT ROSELAND, VA
USGS	02027000	TYE RIVER NEAR LOVINGSTON, VA
USGS	02027100	GREASY SPRING BRANCH NEAR ALHAMBRA, VA
USGS	02027200	SHOE CREEK AT ALHAMBRA, VA
USGS	02027250	PINEY RIVER AT WOODSON, VA
USGS	02027500	PINEY RIVER AT PINEY RIVER, VA
USGS	02027598	S F BUFFALO RIV AT RT 635 AT FORKS OF BUFFALO, VA
USGS	02027600	BUFFALO RIVER BELOW FORKS OF BUFFALO, VA
USGS	02027670	BUFFALO RIVER NEAR AMHERST, VA
USGS	02027700	BUFFALO RIVER TRIB NEAR AMHERST, VA
USGS	02027800	BUFFALO RIVER NEAR TYE RIVER, VA
USGS	02028000	TYE (BUFFALO) RIVER NEAR NORWOOD, VA
USGS	02028200	TYE RIVER AT NORWOOD, VA
USGS	02028400	JAMES RIVER AT WINGINA, VA
USGS	02028450	SYCAMORE CREEK AT RT 601 NEAR HOWARDSVILLE, VA
USGS	02028460	MILL CREEK NEAR AVON, VA
USGS	02028465	MERIWETHER CREEK NEAR GREENFIELD, VA
USGS	02028480	S F ROCKFISH RIVER TRIBUTARY NEAR LOVE, VA
USGS	0202848919	SPRUCE CREEK ABOVE ROUTE 151 NEAR NELLYSFORD, VA
USGS	0202848938	SPRUCE CREEK AT ROUTE 627 NEAR NELLYSFORD, VA
USGS	02028500	ROCKFISH RIVER NEAR GREENFIELD, VA
USGS	02028600	DAVIS CREEK AT WOODS MILL NEAR LOVINGSTON, VA
USGS	02028700	COVE CREEK NEAR COVESVILLE, VA
USGS	02028750	COVE CREEK AT FABER, VA
USGS	02028760	IVY CREEK AT RT 800 AT SCHUYLER, VA
USGS	02028770	ROCKFISH RIVER AT HOWARDSVILLE, VA
USGS	02028780	JAMES RIVER AT HOWARDSVILLE, VA
USGS	02028800	BALLINGER CREEK AT ESMONT, VA
USGS	02028823	BALLINGER CREEK AT RT 626 NEAR WARREN, VA
USGS	02028850	ROCK ISLAND CREEK AT RT 723 NEAR CENTENARY, VA
USGS	02028895	MILLER CREEK AT RT 20 NEAR KEENE, VA
USGS	02028900	MILLER CREEK NEAR SCOTTSVILLE, VA
USGS	02028930	TOTIER CREEK AB ROCK CASTLE CR NR SCOTTSVILLE, VA
USGS	02028940	ROCK CASTLE CREEK TRIB AT MOUTH NR SCOTTSVILLE, VA
USGS	02028960	ROCK CASTLE CREEK AT MOUTH NEAR SCOTTSVILLE, VA
USGS	02028980	JAMES RIVER ABOVE RT 20 AT SCOTTSVILLE, VA
USGS	02029000	JAMES RIVER AT SCOTTSVILLE, VA
USGS	02029050	LITTLE GEORGIA CREEK AT RT 679 NR SCOTTSVILLE, VA
USGS	02029190	N F HARDWARE RIVER AT RT 708 NEAR RED HILL, VA
USGS	02029200	N F HARDWARE RIVER AT RED HILL, VA
USGS	02029400	S B N F HARDWARE RIVER NEAR NORTH GARDEN, VA
USGS	02029410	SOWELL BRANCH NEAR CHARLOTTESVILLE, VA
USGS	02029430	HARRIS CREEK NEAR KEENE, VA
USGS	02029450	THOMAS CREEK AT KEENE, VA
USGS	02029500	HARDWARE RIVER NEAR SCOTTSVILLE, VA
USGS	02030000	HARDWARE RIVER BL BRIERY RUN NR SCOTTSVILLE, VA
USGS	02030030	HARDWARE RIVER AT RT 646 AT HARDWARE, VA
USGS	02030100	FRISBY BRANCH NEAR BUCKINGHAM, VA
USGS	02030150	SLATE RIVER AT BUCKINGHAM, VA
USGS	02030180	AUSTIN CREEK AT RT 607 NEAR BUCKINGHAM, VA
USGS	02030195	NORTH RIVER AT RT 648 NEAR BUCKINGHAM, VA
USGS	02030215	TROUBLESOME CREEK AT RT 631 NEAR BUCKINGHAM, VA
USGS	02030300	SLATE RIVER NEAR DILLWYN, VA
USGS	02030320	MUDDY CREEK AT RT 20 NEAR CENTENARY, VA
USGS	02030400	TURPIN CREEK NEAR DILLWYN, VA
USGS	02030482	SHARPS CREEK AT RT 611 NEAR DIANA MILLS, VA
USGS	02030500	SLATE RIVER NEAR ARVONIA, VA
USGS	02030600	SLATE RIVER AT RT 652 NEAR ARVONIA, VA
USGS	02030690	JAMES RIVER AT RT 15 BRANCH AT BREMO BLUFF, VA
USGS	02030700	JAMES RIVER BELOW U.S. HWY 15 AT BREMO BLUFF, VA
USGS	02030720	JAMES RIVER BELOW HOLMAN CREEK AT BREMO BLUFF, VA
USGS	02030755	NORTH CREEK TRIB STP AT FORK UNION, VA
USGS	02030760	NORTH CREEK AT FORK UNION, VA
USGS	02030774	NORTH CREEK AT RT 654 NEAR COLUMBIA, VA
USGS	02030800	STOCKTON CREEK NEAR AFTON, VA
USGS	02030850	STOCKTON CREEK NEAR CROZET, VA
USGS	02030895	MECHUMS RIVER AT RT 240/HWY 250 AT MECHUMS RIV, VA
USGS	02030900	POWELLS CREEK NEAR CROZET, VA
USGS	02030930	LICKINGHOLE CREEK AT RT 240 NEAR CROZET, VA
USGS	02031000	MECHUMS RIVER NEAR WHITE HALL, VA
USGS	02031400	N F MOORMANS RIVER NEAR BROWNS COVE, VA
USGS	02031410	N F MOORMANS RIVER TRIB NEAR HARRISTON, VA
USGS	02031420	N F MOORMANS RIVER TRIB NEAR BROWNS COVE, VA
USGS	02031430	N F MOORMANS RIVER AB BIG BR NR BROWNS COVE, VA
USGS	02031440	N F MOORMANS RIVER BL BIG BR NR WHITE HALL, VA
USGS	02031500	N F MOORMANS RIVER NEAR WHITE HALL, VA
USGS	02031750	S F MOORMANS RIVER AB RESERVOIR NR WHITE HALL, VA
USGS	02031800	S F MOORMANS RIVER NEAR WHITE HALL, VA
USGS	02032000	MOORMANS RIVER NEAR WHITE HALL, VA
USGS	02032100	MOORMANS RIVER AT RT 614 NEAR WHITE HALL, VA
USGS	0203210510	DOYLES RIVER BELOW BROWNS RD NR BROWNS COVE, VA
USGS	02032110	DOYLES RIVER NEAR BROWNS COVE, VA
USGS	02032200	DOYLES RIVER NEAR WHITE HALL, VA
USGS	02032250	MOORMANS RIVER NEAR FREE UNION, VA
USGS	02032300	MUDDY RUN NEAR STANARDSVILLE, VA
USGS	02032310	MUDDY RUN TRIB NEAR BOONESVILLE, VA
USGS	02032400	BUCK MOUNTAIN CREEK NEAR FREE UNION, VA
USGS	02032500	S F RIVANNA RIVER NEAR EARLYSVILLE, VA
USGS	02032505	IVY CREEK AT RT 601 NEAR CHARLOTTESVILLE, VA
USGS	02032510	S F RIVANNA RIVER RESERVOIR NR CHARLOTTESVILLE, VA
USGS	02032515	S F RIVANNA RIVER NEAR CHARLOTTESVILLE, VA
USGS	02032530	PARKER BRANCH NEAR STANARDSVILLE, VA
USGS	02032540	HANEYTOWN CREEK NEAR STANARDSVILLE, VA
USGS	0203254350	IVY CR ALONG APPALACHIAN TRAIL NR BOONESVILLE, VA
USGS	0203254380	IVY CREEK TRIB AT PINEFLD GAP NR BACON HOLLOW, VA
USGS	0203254425	FORK HOLLOW CR AT SIMMONS GAP NR BACON HOLLOW, VA
USGS	0203254430	FORK HOLLOW CREEK NEAR BACON HOLLOW, VA
USGS	02032545	IVY CREEK NEAR BOONESVILLE, VA
USGS	02032550	LYNCH RIVER AT NORTONSVILLE, VA
USGS	02032580	SWIFT RUN NEAR SWIFT RUN, VA
USGS	02032583	SWIFT RUN NEAR BACON HOLLOW, VA
USGS	02032586	SWIFT RUN NEAR LYDIA, VA
USGS	02032589	SWIFT RUN AT LYDIA, VA
USGS	02032600	SWIFT RUN TRIB NEAR STANARDSVILLE, VA
USGS	02032640	N F RIVANNA RIVER NEAR EARLYSVILLE, VA
USGS	02032660	N F RIVANNA RIVER AT HWY 29 NR EARLYSVILLE, VA
USGS	02032680	N F RIVANNA RIVER NEAR PROFFIT, VA
USGS	0203269950	SCHENKS BR AT MCINTIRE RD AT CHARLOTTESVILLE, VA
USGS	02032700	SCHENKS BRANCH AT CHARLOTTESVILLE, VA
USGS	02032867	MEADOW CREEK AT HOLMES AVE AT CHARLOTTESVILLE, VA
USGS	02033000	RIVANNA RIVER NEAR CHARLOTTESVILLE, VA
USGS	02033300	MOORES CREEK NEAR CHARLOTTESVILLE, VA
USGS	02033390	BISCUIT RUN AT STP NEAR CHARLOTTESVILLE, VA
USGS	02033400	BISCUIT RUN NEAR CHARLOTTESVILLE, VA
USGS	02033495	MOORES CREEK AB STP NR CHARLOTESVILLE, VA
USGS	02033500	RIVANNA RIV BL MOORES CR NR CHARLOTTESVILLE, VA
USGS	02033570	SHADWELL CREEK NEAR SHADWELL, VA
USGS	02033670	RIVANNA RIVER AT SHADWELL, VA
USGS	02033700	HENDERSON CREEK NEAR SHADWELL, VA
USGS	02033710	CARROLL CREEK ABOVE I-64 NEAR KESWICK, VA
USGS	02033750	BUCK ISLAND CREEK BL HOUCHINS CR NR SIMEON, VA
USGS	02033788	MECHUNK CREEK BELOW RAILROAD BRIDGE NR KESWICK, VA
USGS	02033800	MECHUNK CREEK NEAR ZION CROSSROADS, VA
USGS	02034000	RIVANNA RIVER AT PALMYRA, VA
USGS	0203401091	NF CUNNINGHAM CREEK AT RT 619 AT CUNNINGHAM, VA
USGS	0203402386	MF CUNNINGHAM CREEK AT RT 693 NR CUNNINGHAM, VA
USGS	0203403597	SF CUNNINGHAM CREEK ABOVE MOUTH NR CUNNINGHAM, VA
USGS	0203404512	CUNNINGHAM CREEK AT ROUTE 15 AT PALMYRA, VA
USGS	02034050	HUNTERS BRANCH NEAR PALMYRA, VA
USGS	02034080	RIVANNA RIVER NEAR COLUMBIA, VA
USGS	02034100	JAMES RIVER AT COLUMBIA, VA
USGS	02034150	LITTLE BYRD CREEK AT RT 667 NEAR FIFE, VA
USGS	02034160	BYRD CREEK AT RT 6 NEAR ELK HILL, VA
USGS	02034200	WILLIS RIVER AT CURDSVILLE, VA
USGS	02034250	WHISPERING CREEK AT SPROUSES CORNER, VA
USGS	02034300	LITTLE WILLIS RIVER AT CURDSVILLE, VA
USGS	02034414	BONBROOK CREEK NEAR WHITEVILLE, VA
USGS	02034500	WILLIS RIVER AT LAKESIDE VILLAGE, VA
USGS	02035000	JAMES RIVER AT CARTERSVILLE, VA
USGS	02035050	MUDDY CREEK AT TAMWORTH, VA
USGS	02035075	MAXEY MILL CREEK AT BALLSVILLE, VA
USGS	02035098	DEEP CREEK AT RT 684 AT PROVOST, VA
USGS	02035100	DEEP CREEK AT PROVOST, VA
USGS	02035400	BIG LICKINGHOLE CREEK TRIB NEAR FERNCLIFF, VA
USGS	02035450	ROCKETTS CREEK TRIB NEAR GUM SPRING, VA
USGS	02035460	BIG LICKINGHOLE CR AT RT 613 NR GOOCHLAND, VA
USGS	02035500	LICKINGHOLE CREEK NEAR GOOCHLAND, VA
USGS	02035510	BIG LICKINGHOLE CREEK AT C&O RR AT IRWIN, VA
USGS	02035555	JAMES RIVER TRIBUTARY 6 AB RT 6 AT GOOCHLAND, VA
USGS	02035600	JAMES RIVER AT U.S. HWY 522 AT MAIDENS, VA
USGS	02035800	JAMES RIVER AT STATE FARM, VA
USGS	02035990	BEAVERDAM CR AT CORR CENTER WTP NR CROZIER, VA
USGS	02036000	BEAVERDAM CREEK AT STATE FARM, VA
USGS	02036500	FINE CREEK AT FINE CREEK MILLS, VA
USGS	02036550	GENITO CREEK AT RT 6 NEAR CROZIER, VA
USGS	02036600	DOVER CREEK AT RT 6 AT SABOT, VA
USGS	02036650	NORWOOD CREEK AT RT 711 NEAR MANAKIN, VA
USGS	0203667510	TUCKAHOE CR TRIB 1 AT RT 288 NR CENTERVILLE, VA
USGS	0203667525	TUCKAHOE CR TRIB 2 AT RT 288 NR CENTERVILLE, VA
USGS	0203667530	TUCKAHOE CR TRIB TO TRIB 3 NR CENTERVILLE, VA
USGS	0203667959	DEEP RUN AT THREE CHOPT ROAD NEAR WEDGEWOOD, VA
USGS	0203667970	DEEP RUN AT RIDGEFIELD PARKWAY NEAR WEDGEWOOD, VA
USGS	0203668010	STONY RUN TRIB TO TRIB AT SHORT PUMP, VA
USGS	0203668140	STONY RUN AT FALCONBRIDGE DRIVE NEAR WEDGEWOOD, VA
USGS	0203668750	TUCKAHOE CREEK AT RIVER RD AT TUCKAHOE VILLAGE, VA
USGS	0203668775	TUCKAHOE CR AT RR BRIDGE NR TUCKAHOE VILLAGE, VA
USGS	02036700	BERNARDS CREEK NEAR MANAKIN, VA
USGS	02037000	JAMES RIVER AND KANAWHA CANAL NEAR RICHMOND, VA
USGS	02037500	JAMES RIVER NEAR RICHMOND, VA
USGS	02037501	JAMES RIVER NR RICHMOND, VA (ADJ FOR DIVERSION)
USGS	02037550	LITTLE WESTHAM CREEK AT RICHMOND, VA
USGS	02037560	JAMES R AND KANAWAH C AT PMP STA AT RICHMOND, VA
USGS	02037600	POWHITE CREEK AT FOREST HILL AVE AT RICHMOND, VA
USGS	02037618	JAMES RIVER AT BOULEVARD BRIDGE AT RICHMOND, VA
USGS	02037650	JAMES RIVER AT HOLLYWOOD DAM AT RICHMOND, VA
USGS	02037700	JAMES RIVER AT RICHMOND, VA
USGS	02037705	JAMES RIVER AT CITY LOCKS AT RICHMOND, VA
USGS	0203777950	GILLIE CREEK TRIBUTARY AT RICHMOND, VA
USGS	0203778050	UNNAMED TRIBUTARY TO STONY RUN AT OAK HILL, VA
USGS	0203778550	UNNAMED TRIB TO JAMES RIVER NEAR RICHMOND, VA
USGS	02037800	FALLING CREEK NEAR MIDLOTHIAN, VA
USGS	0203795010	LICKING CREEK NEAR CHESTERFIELD AIRPORT, VA
USGS	02038000	FALLING CREEK NEAR CHESTERFIELD, VA
USGS	02038500	FALLING CREEK NEAR DREWRYS BLUFF, VA
USGS	02038512	FALLING CREEK AT RT 1 NEAR DREWRYS BLUFF, VA
USGS	0203853010	JAMES RIVER TRIB 5 AT WEST BNDRY AT BELLWOOD, VA
USGS	0203853030	JAMES RIVER TRIB 5 BL LANDFILL AT BELLWOOD, VA
USGS	0203853050	JAMES RIVER TRIB 5 AT EAST BNDRY AT BELLWOOD, VA
USGS	0203854250	COLES RUN TRIB TO TRIB NEAR CENTRALIA, VA
USGS	0203856510	REEDY CR INDUSTRIAL DRAINAGE NR CHESTERFIELD, VA
USGS	02038600	PROCTORS CREEK NEAR CENTRALIA, VA
USGS	02038670	JAMES RIV TRIB BL KINGSLAND RD NR CENTRALIA, VA
USGS	02038730	FOURMILE CREEK NEAR RICHMOND HEIGHTS, VA
USGS	0203873100	FOURMILE CREEK AT RT 5 NEAR RICHMOND HEIGHTS, VA
USGS	0203873175	FOURMILE CR AT KNGSLAND RD NR RICHMOND HEIGHTS, VA
USGS	0203874250	MCDOWELL CREEK TRIB NPS NORTH BNDRY NEAR ELKO, VA
USGS	0203874275	WESTERN RUN AT RT 156 NEAR ELKO, VA
USGS	0203874770	CREWES CHANNELL AT LOGGING ROAD NEAR ELKO, VA
USGS	0203874785	CREWES CHANNEL AT RT 156 NEAR ELKO, VA
USGS	02038755	TURKEY ISLAND CUTOFF OF JAMES RIV NR HOPEWELL, VA
USGS	02038780	JOHNSON CREEK NEAR  RIVERMONT, VA
USGS	0203879450	APPOMATTOX RIVER AT SR 656 NEAR APPOMATTOX, VA
USGS	02038800	APPOMATTOX RIVER NEAR APPOMATTOX, VA
USGS	0203880090	PLAIN RUN BRANCH AT APPOMATTOX, VA
USGS	0203880175	PLAIN RUN BRANCH AT MOUTH NEAR APPOMATTOX, VA
USGS	0203880250	APPOMATTOX AT EAST PARK BNDRY NR APPOMATTOX, VA
USGS	02038810	S F APPOMATTOX RIVER AB LAGOON AT APPOMATTOX, VA
USGS	02038824	SUANEE CREEK AT RT 627 NEAR HIXBURG, VA
USGS	02038830	FISHPOND CREEK NEAR HIXBURG, VA
USGS	02038840	HOLIDAY CREEK NEAR TOGA, VA
USGS	02038845	NORTH HOLIDAY CREEK NEAR TOGA, VA
USGS	02038850	HOLIDAY CREEK NEAR ANDERSONVILLE, VA
USGS	0203887166	CRANE CREEK AT SWAN ROAD AT HIXBURG, VA
USGS	02038880	VAUGHANS CREEK NEAR HIXBURG, VA
USGS	0203888120	VAUGHANS CREEK AT RT 609 NEAR PROSPECT, VA
USGS	02038892	HORSEPEN CREEK AT RT 683 NEAR SHEPPARDS, VA
USGS	02038900	DRY CREEK NEAR FARMVILLE, VA
USGS	02038945	SPRING CREEK AT RT 659 NEAR DARLINGTON HEIGHTS, VA
USGS	02038955	MUD CREEK AT RT 659 NEAR DARLINGTON HEIGHTS, VA
USGS	02038970	SPRING CREEK AT RT 700 NEAR HAMPDEN SYDNEY, VA
USGS	02039000	BUFFALO CREEK NEAR HAMPDEN SYDNEY, VA
USGS	02039500	APPOMATTOX RIVER AT FARMVILLE, VA
USGS	02039505	APPOMATTOX RIVER BELOW N&W RR AT FARMVILLE, VA
USGS	02039525	BUSH RIVER AT RT 630 NEAR WORSHAM, VA
USGS	0203954058	MOUNTAIN CREEK AT MOUNTAIN CREEK RD NR WORSHAM, VA
USGS	02039550	BUSH RIVER NEAR RICE, VA
USGS	0203957739	BRIERY CREEK AT WORSHAM ROAD NEAR WORSHAM, VA
USGS	02039580	TANYARD BRANCH AT RT 646 NEAR HAMPDEN SYDNEY, VA
USGS	02039600	BRIERY CREEK AT US HWY 460 (BUS) NEAR RICE, VA
USGS	02039680	LITTLE SANDY CREEK AT RT 612 NEAR MORAN, VA
USGS	02039700	SANDY RIVER AT US HWY 460 NEAR RICE, VA
USGS	02039760	SAYLERS CREEK AB LITTLE SAYLERS CR NEAR RICE, VA
USGS	02039780	LITTLE SAYLERS CREEK ABOVE MOUTH NEAR RICE, VA
USGS	02039781	SAYLORS CREEK BELOW LITTLE SAYLORS CR NR RICE, VA
USGS	02039800	ANGOLA CREEK NEAR ANGOLA, VA
USGS	02039817	DAWSONS CREEK AT RT 619 NEAR ANGOLA, VA
USGS	02039825	SANDY CREEK AT RT 650 NEAR ANGOLA, VA
USGS	02039850	HORSEPEN CREEK AT RT 660 NEAR ANGOLA, VA
USGS	02039865	BIG GUINEA CR AT RT 600 AT STONY POINT MILLS, VA
USGS	02039960	ROCKY FORD CREEK AT RT 603 NEAR GENITO, VA
USGS	02039995	BUTTERWOOD CREEK AT RT 603 NEAR GENITO, VA
USGS	02040000	APPOMATTOX RIVER AT MATTOAX, VA
USGS	02040500	FLAT CREEK NEAR AMELIA, VA
USGS	02040590	NIBBS CREEK AB COURTHOUSE BRANCH NEAR AMELIA, VA
USGS	02040600	NIBBS CREEK TRIB NEAR AMELIA, VA
USGS	02040610	NIBBS CREEK AT RT 636 NEAR WINTERHAM, VA
USGS	02040685	FLAT CREEK AT RT 632 AT CHULA, VA
USGS	02040700	FLAT CREEK AT RT 604 (RT 148) NEAR CHULA, VA
USGS	02040800	APPOMATTOX RIVER NEAR AMELIA, VA
USGS	02040892	APPOMATTOX RIVER AT ROUTE 602 NEAR MANNBORO, VA
USGS	02040900	LITTLE CREEK NEAR DENARO, VA
USGS	02040919	CELLAR CREEK AT ROUTE 610 NEAR SPAINVILLE, VA
USGS	02040960	SOUTH BUCKSKIN CREEK AT RT 640 NR JETTERSVILLE, VA
USGS	02040965	WEST CREEK AT RT 614 AT DENARO, VA
USGS	02041000	DEEP CREEK NEAR MANNBORO, VA
USGS	02041038	SWEATHOUSE CREEK AT ROUTE 708 NEAR SCOTTS FORK, VA
USGS	02041100	DEEP CREEK AT RT 612 NEAR MANNBORO, VA
USGS	02041125	LONG BRANCH AT RT 600 NEAR AMMON, VA
USGS	02041130	WINTICOMACK CREEK AT RT 622 NEAR WINTERPOCK, VA
USGS	02041150	WINTERPOCK CREEK AT RT 664 NEAR WINTERPOCK, VA
USGS	02041160	WINTERPOCK CREEK AT RT 602 NEAR WINTERPOCK, VA
USGS	02041400	WHIPPONOCK CREEK AT RT 627 NEAR CHURCH ROAD, VA
USGS	02041500	APPOMATTOX RIVER NEAR PETERSBURG, VA
USGS	02041600	APPOMATTOX RIVER AT LAKE CHESDIN NR PETERSBURG, VA
USGS	02041610	APPOMATTOX RIVER BL LAKE CHESDIN NR PETERSBURG, VA
USGS	02041630	UPPER APPOMATTOX CANAL NEAR PETERSBURG, VA
USGS	02041650	APPOMATTOX RIVER AT MATOACA, VA
USGS	02041700	CATTAIL RUN AT PETERSBURG, VA
USGS	02041745	POOR CREEK AT HWY 460 AT PETERSBURG, VA
USGS	02041748	POOR CR NR BLANDFORD CEMETERY AT PETERSBURG, VA
USGS	0204175045	POOR CREEK AT RT 36 AT PETERSBURG, VA
USGS	02041758	HARRISON CREEK AT SIEGE RD AT PETERSBURG, VA
USGS	02041760	HARRISON CREEK AT HWY 36 AT PETERSBURG, VA
USGS	02041785	OLDTOWN CR AT CONDUIT ROAD AT COLONIAL HEIGHTS, VA
USGS	02041790	HARRISON BRANCH NEAR COLONIAL HEIGHTS, VA
USGS	02041810	SWIFT CREEK AT ROUTE 667 NEAR HALLSBORO, VA
USGS	02041820	BLACKMAN CREEK NEAR HALLSBORO, VA
USGS	02041830	HORSEPEN CREEK NEAR HALLSBORO, VA
USGS	02041832	DEEP CR ABOVE SWIFT CR RESERVOIR NR HALLSBORO, VA
USGS	02041840	OTTERDALE BRANCH NEAR HALLSBORO, VA
USGS	02041850	TOMAHAWK CREEK NEAR HALLSBORO, VA
USGS	02041860	LITTLE TOMAHAWK CREEK NEAR HALLSBORO, VA
USGS	02041862	LITTLE TOMAHAWK CREEK TRIB NO. 1 NR HALLSBORO, VA
USGS	0204186350	SWIFT CREEK TRIBUTARY NO. 1 NEAR HALLSBORO, VA
USGS	02041870	DRY CREEK NEAR WINTERPOCK, VA
USGS	02041880	ASHBROOK CREEK NEAR WINTERPOCK, VA
